title,company,address,desc
"Data Science, Systems Engineer",Amazon.com," Newark, NJ"," SHORT JOB DESCRIPTION: 1. create, maintain and plan the necessary computational environments within AWS necessary for all research and modeling efforts. 2. partner with hosting team to strategize on the design of the model production environment(s). 3. create environments for hosting third party data for research and development, partner with hosting team to strategize on the host environment needs. 4. create model maintenance protocol and practice, and partner with the hosting team to strategize on the design of model maintenance systems and practice.  LONG JOB DESCRIPTION: The Systems Engineer will design, implement, and oversee the operations of a system to manage a high volume, commercially valuable, and technically challenging Data Science lab. The project involves several aspects typical of current data-science: near real time, large volumes, transformations, escrow into reportable forms, analysis for patterns, long term storage, and global scope. The system will be built inside Amazons AWS cloud using state of the art technologies.  Duties & Responsibilities: Responsible for designing an overall solution to the problem: proper subsystem selection, partitioning of the processing problems, operations, and analysis of the business problems must be considered Responsible for scaling and availability of the designed system. Manages Amazon Web Services (AWS) footprint including costs, evolution, privacy, security, etc. Must be able to integrate the new system with existing products and infrastructure. Configures virtualized environments within AWS to support organizational goals (to include VPN, gateways, routing, security groups, IAM policy, and virtual hosts) Leads the effort surrounding traditional Extract, Transform, and Load capabilities with the ability to crossover to modern message bus technology such as Apache Storm, RabbitMQ, and/or AWS Kinesis Defines appropriate data archival strategy appropriate to working with massive scale, exponentially increasing datasets Responsible for scaling backend data storage platforms spanning to a multi petabyte storage environment Shows a strong ability to see below the superficial first layers of complex problem spacesefficiently employs the tools appropriate to solve the problem at handQualifications, Experience and Skills:Bachelors degree with at least 5 years of experience in the field. MS degree or with specialty in Computer Science or Advanced Analytics strongly preferredMust have a demonstrated ability to manage system availabilityMust have a demonstrated ability to understand and design solutions for extremely large and mutable data sets. This should include exposure to the many data science tools: Reporting, database scaling, information retrieval, machine learning, data mining, distributed systems reliability, file systems, ETL, caching, grid computing, etc. are all relevant to the task.Must have the ability to design DevOps and operational processes.Must have a demonstrated experience base with a virtualized environment AWS is a plus.Experience in Linux-based operating environmentsSolid experience in data quality/integrity assessment techniquesExcellent organizational, multi-tasking time management, problem-solving, communications and analytical skillsAbout Audible Audible, Inc., an Amazon.com, Inc. subsidiary (NASDAQ:AMZN), has a simple ambition: deliver spoken word audio content anytime, anywhere to enrich and change lives. From the curious-minded listener whose commute has been transformed from drudgery into treasured time for entertainment and enlightenment, to the troubled reader gaining new access to a world of great literature and more, were proud to say were succeeding. And its not just our listeners who tell us their lives have been touched by Audible; we have empowered and inspired a community of modern creators authors, teachers, artists, actors, etc. to express themselves in the intimate, immersive and captivating medium that is spoken word audio.  While part of the Amazon family (with the obsessive focus on delighting our customers to prove it), Audible still operates independently and retains the energetic, inventive, and entrepreneurial spirit evident when founded in 1996 and inventing the first mp3 player. Fanatical listeners have downloaded our apps on hundreds of digital devices across the globe, accessed our catalog of over 180,000 titles in 25+ categories, and helped us become the top rated audiobook app on iOS and Android."
Data Science Intern,Millennial Media," Boston, MA","    Position Summary: Millennial Media is seeking several interns for our Data Science team to help us develop the next generation of mobile advertising technologies. We are looking for researchers who have a desire to develop and deploy world-class technologies in ad targeting, personalization, content extraction, content matching and other prediction and optimization problems. Duties & Responsibilities:  Dive in and work with our data science team to develop new data-centric products involving new and innovative algorithms Dig through our petabytes of data to develop insights that can be used to devise new solutions to a broad array of optimization and machine learning problems Work with Millennials product, engineering and operations teams to transform your ideas and prototypes into deployed code processing billions of transactions per day  Desired Skills:  Excellent understanding of algorithms and data structures Strong problem solving and analytical skills Great oral and written communication and presentation skills especially when communicating complex ideas to a non-technical audience Experience with UNIX environments (Linux) Experience with software development in Java or Scala Experience with Hadoop or Spark  Education/ Experience: Undergraduate or graduate student in business, engineering, statistics or computer science. The specific program youre in is less important than having the basic technical abilities to process and analyze data and, more important, the native curiosity to pull meaningful stories and insights out of vast amounts of data. What Youll Get: Experience working on data science problems for the largest advertising technology firm focusing solely on mobile. Youll be given the chance to work on a broad array of extremely challenging problems and will have the full experience of being a professional data scientist at a company that is pushing the bounds of advertising technology.   Management reserves the right to modify, add, or remove duties and to assign other duties as necessary. In addition, reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions of this position. Millennial Media    is proud to be an Equal Opportunity Employer  .    "
"AVP, Data Science / Data Scientist",MassMutual," Boston, MA"," Advanced Analytics group is seeking an exceptional, highly motivated and self-directed AVP / Data Scientistfor its Boston, MA office location. In this role, you will perform data-driven research, problem solving, and algorithmdevelopment through the systematic application of mathematics, statistics and computer science as well as cutting edge datatechnologies. Results of this work manifest themselves in a variety of ways, including interactive visualizations, presentations,publications, web applications, predictive algorithms, and APIs.This is an opportunity to join a small but growing high performing team with diverse backgrounds in applied math, computerscience and physics that have been tasked with developing, maintaining and extracting knowledge from a strategic dataasset. Our work revolves around studying fundamental and high impact business questions that directly impact the directionof the company and industry at large.Job Responsibilities & RequirementsEssential Responsibilities- Assemble data sets from disparate sources and analyze using appropriate quantitative methodologies, computationalframeworks and systems- Develop algorithms and predictive models, create prototype systems, visualizations, and web applications- Design and analyze experiments- Disseminate findings to non-technical audiences through a variety of media, including interactive visualizations, reports andpresentations- Lead short term projects and participate in long term research initiatives- Mentor junior team membersBasic Skills:4 Year College Degree7+ years related experienceDesired Skills and Experience- 7+ years working with data and relevant computational frameworks and systems- Expert level understanding in any of the following areas: machine learning, probability and statistics (esp. Bayesianmethods), natural language processing, operations research- 7+ years developing of probabilistic models and machine learning algorithms- Exceptional problem solving skills and willingness to learn new concepts, methods, and technologies- Expert in data analysis using R or Python (numpy, scipy, matplotlib, scikit-learn, pandas, etc.) programming languages- Knowledge of HTML/CSS/Javascript, d3.js and web application frameworks (Flask, Django, Play!, etc.)- Knowledge of NoSQL systems, Hadoop/map-reduce, Spark, Hbase, etc.- Experience in database design and SQL- Ability to work in a highly collaborative environment- Outstanding communication skills (publication history a plus)Education - M.S. or Ph.D. in a quantitative discipline (Computer Science, Statistics, Applied Mathematics, ElectricalEngineering, Physics, etc.) is required "
"Senior Scientist, Data Sciences",Johnson & Johnson Pharmaceutical Research & Develo," Spring House, PA","  Senior Scientist, Data Sciences-6714141009DescriptionJanssen Research & Development, L.L.C., a Johnson & Johnson Company, is currently recruiting for a Senior Scientist, Data Sciences. This position can be located in Spring House, PA or Raritan, NJ. Weekly local travel to the NJ/PA sites will be required. Other travel up to 10% will be required.Janssen Research & Development, L.L.C. develops treatments that improve the health and lifestyles of people worldwide. Research and development areas encompass novel targets in neurologic disorders, gastroenterology, oncology, infectious disease, diabetes, hematology, metabolic disorders, immunologic disorders, and reproductive medicine. We have produced and marketed many first-in-class prescription medications and are poised to serve the broad needs of the healthcare market from patients to practitioners, from clinics to hospitals. For more about Janssen Pharmaceuticals, Inc., one of the Pharmaceutical Companies of Johnson & Johnson, visit www.janssenpharmaceuticalsinc.com.Thriving on a diverse company culture, celebrating the uniqueness of our employees and committed to inclusion. Proud to be an equal opportunity employer.This role participates in and leads analytical projects with a focus on extracting knowledge from data, both within the R&D organization and with other business partners. Within a given project, roles include contribution to planning, leadership, and implementation and development. This role may also lead IT projects and matrix manage project teams. Essential to this position is understanding and applying advanced algorithms and state of the art methods in data analysis and modeling. This role has the ability to demonstrate excellent communication skills, and collaborate directly with internal and external business partners on strategic projects to address complex business questions with data analysis solutions. Roles in this family work with limited supervision and have a high level of autonomy.Responsibilities of this role include: Directly participates in the delivery of data-driven research projects that have a direct effect on business results with the entire value chain of Janssen; Independently hypothesizes designs and executes projects or analysis with hands-on involvement; Active contributor to highly visible, complex projects, programs or solutions that are critical to the business; Works effectively as part of a team and collaborates across business and functional groups to share results; Leverages the work of project members to meet project checkpoints and accomplish team objectives on time and within budget; Work with complex, high-dimensional data to integrate and analyze data sets using high performance computing and advanced algorithms as required; Participates in project teams, elicit needs, and act in a leadership role as a trusted primary business and scientific partner; Leads and implements data analysis related solution strategies; Actively identifies new areas of where Data Sciences can be leveraged in the business; Ensures solutions are consistent with business objectives or business strategy; Contributes to the strategic planning process and long-term direction for Data Sciences and aligns plans between stakeholders.Knowledge for this role should include: Understanding of the companys future products, services, and strategies globally; Knowledge of the business and its operating environment (e.g., trends, competitors, compliance landscape, and regulatory environment); Strong understanding of data analysis technology trends and the potential impact on the Janssen system portfolio; Expert knowledge of data analysis approaches and techniques; Stays current on emerging research tools and techniques; Develops breakthrough ideas to improvements in Data Science.Supervision Received/Provided: Works under limited supervision with a high level of autonomy; Indirectly or directly leads or sets objectives for others on team projects and tasks; Provides leadership, mentorship, and guidance to others; May manage vendors necessary to complete a project; May manage Ph.D. scientists.QualificationsM.D. or Ph.D. degree in Computer Sciences, Molecular Biology, Bioinformatics, Computational Informatics, Medical Informatics, Statistics, Computational Biology or a related discipline is required. A minimum of 2 years of industry experience is required. A minimum of 1 year of post doc experience is required. Industry experience in driving projects under tight timelines is required. Understanding of technological landscape in big data and high performance computing is required. Proven experience in machine learning and data analysis is required. Experience with data collection, processing, integration and meta-analysis is required. Strong working knowledge of bioinformatics, statistics and data mining tools and algorithms is preferred. Excellent communication, interpersonal, verbal and written skills are required.BE VITAL in your Career; be seen for the talent you bring to your work. Explore opportunities within the Johnson & Johnson Family of Companies.J2W:LI NAJ2W:BioSpaceJ2W:BioTech_JCJ2W:AAPharmSJ2W:ASAJ2W:HireDiversityPrimary Location:North America-United States-Pennsylvania-Spring HouseOther Locations:North America-United States-New Jersey-RaritanOrganization: Janssen Research & Development, LLC. (6084)Job Function: Info TechnologyCertain sites within the Johnson & Johnson Family of Companies participate in E-Verify as appropriate in accordance with Company guidelines and federal or state law. To learn more about the government sponsored program and to see a list of the sites that are currently enrolled, please click here. Johnson and Johnson Family of Companies are equal opportunity employers, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, protected veteran status, disability status, or any other characteristic protected by law.  EEO is the Law EEO is the Law GINA Supplement  Nearest Major Market: Philadelphia Job Segment:  Biotech, Database, Neurology, Scientific, Gastroenterology, Healthcare, Engineering, Technology, Science "
"Manager, Data Science Research",Adobe," San Jose, CA"," Adobe is changing the world through digital experiences. Our digital media and digital marketing solutions empower businesses to make, manage, measure, and monetize content. We are aggressively innovating to enrich content creation and to reinvent how companies interact with their customers across every digital channel. Just look around you, our impact can be seen on virtually every screen, from TV and movies to digital magazines, to websites and mobile devices. Theres never been a better time to join Adobe. We are looking for exceptional talent who are ready to make an impact. The challenge   The Systems Technologies Lab is part of Adobe Research - a team of world-class researchers in machine learning, data mining, econometrics and social networking. This team is focused on research opportunities in areas related to digital marketing and media optimization (e.g., Adobe's Marketing Cloud). This researcher / manager position will focus first on executing their own research projects in that domain of data science and second on providing people and technical management for a team of world class machine learning and data scientists. All together, the team is chartered to focus on discovering innovative approaches to leverage advanced machine learning, statistical, and modeling techniques to perform big data marketing research on massive datasets.   Adobe has been a pioneer and innovator throughout its history and is recognized as one of the Top 100 Best Global Brands according to Interbrand. Adobes dynamic working environment is also well known and has received awards throughout the globe. Recognizing that employees are at the core of our success, Adobe recruits and retains highly qualified and motivated individuals, creates an environment where they can innovate and achieve their best, and rewards them for their performance by giving them an opportunity to share in the companys success.   What youll do    Execute big data marketing research projects leveraging advanced machine learning and statistical techniques.  Use knowledge of advertising and marketing to deliver critical analyses including: campaign effectiveness analysis, customer segmentation and profiling, retention analysis, churn prediction, lifetime value analysis, and competitive market research  Lead and manage a world-class team of data-scientists.  Work with lab management, product management, engineering teams and business units of Adobe to identify science needs, provide leadership to ensure that research results of team are relevant to Adobes business needs, find homes for the results in product that ship to end-user customers and promote the research projects and expertise of the team.  Responsible for people management with responsibilities like leading, managing, coaching, mentoring, team building, hiring, appraisals, change management, etc.   What you need to succeed    PhD in Computer Science, Statistics, Operation Research, Economics, or Econometrics or equivalent.  10 years of industrial experience.  People management experience.  Experience with applications of machine learning, data science, and statistical methods in digital marketing.  Publication history within the academic community is a plus.   If youre looking to grow your career, Adobes the place for you. Discover what our employees are saying about their career experiences through the Adobe Life magazine. Adobe is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, disability or veteran status. About Adobe United States Adobe has over 5,900 employees in the U.S. and is headquartered in San Jose, California, with other office locations nationwide."
Data Science Manager,John Hancock," Boston, MA"," John Hancock's Insurance division (a Division of Manulife) has traditionally focused on affluent and emerging affluent individuals by providing estate and business planning solutions through an array of innovative life insurance products. John Hancock is an industry leader in the ability to quickly deliver to market a broad, financially sound and competitive product portfolio, considered a core competency of the business.    John Hancock is currently pursuing a variety of strategic initiatives intended to increase the size, diversity of customer base, and profitability of the business.   The position of Data Science Manager plays a role assisting in developing and executing the Insurance divisions business strategy. The successful candidate will partner with internal stakeholders to develop and implement new analytical methodologies to drive Strategy, Marketing, Distribution, Underwriting, In-Force Management and Claims/Fraud resulting in increased revenue and profitability.    This position reports to the AVP, Advanced Analytics, John Hancock Insurance.    Key Accountabilities:  Analyze and model structured data using advanced statistical methods. Leverage data mining and analysis to provide business and customer insight to maximize return on investments, revenue and profitability. Generate insights in such a way that the businesses can clearly understand the quantifiable value. Enable the business to make clear trade-offs between and among choices, with a reasonable view into the most likely outcomes of each.Turn statistical and computational analysis into user-friendly graphs, charts, and animation. Enable those who arent professional data analysts to effectively interpret data. Ability to communicate results and educate others through reports and presentationsDrive engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing, distribution, underwriting, optimization, and risk management.Determine and implement, in partnership with AVP, operations procedures and lead in management of projects and resourcesCollaborate with internal stakeholders to develop tools and services such as modeling, dashboard development, decision aids and business case analysis to drive innovation, strategic initiatives and recommend solutions. Facilitate thought leadership to create and enhance vision and strategy of Insurance and enterprise. In partnership with AVP, create the functions capability strategy/plan in alignment with Insurance strategy and initiatives to achieve desired targets. Facilitate skill, competency and capability development of Advanced Analytics team.  Job Requirement:  6 years of experience in advanced analytics or business intelligence (focused on analytics.) Management experience preferredDegree in Business required. MBA preferred Knowledge of Big Data Platforms and advanced predictive analytics. Some tools include SAS, R, SPSS, SQL, Big Data (Hadoop), Python, Tableau, QlikViewKnowledge of statistical techniques (e.g., regression analysis, cluster analysis, and optimization), programming languages (e.g. Java, Python, Ruby) and the tools and languages used to run the analysis (e.g., SAS or R). Some additional techniques include: Data Stitching, EDA, Univariate and Bivariate Analysis, Hypothesis testing, ANOVA, Model Strength, Model Accuracy, Segmentation, Clustering, K-Means, Nearest Neighbors, Decision Trees, Principal Component Analysis, Variable reduction techniques, Modeling (Regression - GLM, Poisson, Logistic), Bayesian statistics, Forecasting and Time Series, State Space Modeling, Anomaly Detection, Boosting and Bagging, Bias Corrections, Predicting rare events, ROC, Lift, Churn Modeling, Survival Analysis, SVM, Text Mining, Similarity and Severity Models Strong Knowledge of strategic marketing, data, audience targeting, segmentation, and customer analysis. Familiarity of vendors that operate in this spaceInsurance or Financial Services industry experience preferred. Demonstrated experience exhibiting innovation and leadership in proposing new strategies and/or tactics based on analysis findings Competencies & Key Leadership Behaviors Makes an Impact (change leader and Adaptable)Collaboration-strong commitment to organizational success, share resources and leverages knowledge across the organizationTechnical and Professional/Industry KnowledgeCommunication- demonstrated ability to communicate complexity with clarity to diverse technical and non-technical stakeholders at multiple levels of the organization. Influencer- gains acceptance and commitmentProblem Analysis & Decision MakingInnovative and Strategic Approach-thinks conceptually beyond day-to-day business realitiesBuilding Teams and Individuals- motivates and inspires confidence in partners and team. Builds long term skills and competencies of team and stakeholders. Excellence in Execution-delivers sustainable results, able to prioritize. Project Management   About John Hancock Financial and Manulife    John Hancock Financial is a division of Manulife, a leading Canada-based financial services group with principal operations in Asia, Canada and the United States. Operating as Manulife in Canada and Asia, and primarily as John Hancock in the United States, our group of companies offers clients a diverse range of financial protection products and wealth management services through its extensive network of employees, agents and distribution partners. Funds under management by Manulife and its subsidiaries were C$663 billion (US$591 billion) as at September 30 2014. Manulife Financial Corporation trades as 'MFC' on the TSX, NYSE and PSE, and under '945' on the SEHK. Manulife can be found on the Internet at manulife.com.    The John Hancock unit, through its insurance companies, comprises one of the largest life insurers in the United States. John Hancock offers and administers a broad range of financial products, including life insurance, annuities, investments, 401(k) plans, long-term care insurance, college savings, and other forms of business insurance. Additional information about John Hancock may be found at johnhancock.com   "
Data Science Instructor: Metis,Kaplan," New York, NY"," DataScience Instructor: New York CityWe are looking for instructors who loveand excel at analyzing and visualizing data to solve important problems, arepassionate about teaching others to be premier data scientists, and are fun tobe around and work with. An ideal instructor should be quick to learn andadapt, care about design of simple, powerful, beautiful interfaces and visuals,love writing code, thrive in creative team efforts, and also have interests andpassions beyond data scienceResponsibilitiesMetis Data Scienceinstructors are responsible for providing incredible and inspiring Data Scienceinstruction. Throughout the year, instructors will, at various times ofthe year teach the bootcamp, work on curriculum development for new and existingcourses, support corporate training, assist with admissions, and help providethought leadership. Specific responsibilities include:Leading course discussionsCo-teaching the bootcampProviding personalized support to studentsImproving the quality of our curriculum Supporting the design and instruction of new coursesInterviewing and providing feedback on applicantsSpeaking at events and/or writing articles and blogsChallenging Metis to be betterIdeal ApplicantIs a data scientist with outstanding knowledge of and experience in Python, Unix, SQL and NOSQL databases, scikit.learn, virtual environments, Bayesian inference, machine learning algorithms, JavaScript, D3, matplotlib, and programming best practicesIs equally passionate about data science and teachingPreferably has teaching experience alongside data scienceApproaches problems with a design perspectiveIs not afraid of learning something newDoes not take themselves too seriouslyPerks of the RolePart of a team that is transforming educationFlexible hours, including mix of teaching and programmingCompetitive compensation packageIf you're interested in becoming aMetis Data Science Instructor, please email jason@thisismetis.com."
Data Science Business Leader,The Nielsen Company," Na Ah Tee, AZ"," Data Science is at the heart of the business linking clients to the statistical backroom. We are responsible for ensuring the highest quality standards, communicating statistical concepts and providing relevant insight and solutions to client needs. We are looking for someone to take on the role of CPS (Consumer Panel Service) Europe Data Scientist in order to become a Statistical Partner for internal and external clients by leading on CPS related strategic and quality topics while ensuring statistical and operational requirements are met. The Role : Consults with internal and external clients and helps provide expert technical consultation to solve complex Data Science related issues,Leads the roll out of new or enhanced CPS services and ensures sustainability of new initiatives,Ensures Data Science services are delivered to the highest quality standards,Ability to turn numbers into stories our clients can understand and respond toAbility to use statistical methodologies to analyse the data, Compiling and delivering documentation material such as power point slides for methodology questions and/or frequently asked questions,Works cross team to provide a professional, clear response to all clients,Maintains /creates internal and external methodology whitepapers and documents,Acts as business partner to country, sub-regional and other senior stakeholders, Collaborates with them to provide solutions to complex client issues related to CPS-related methodology and execution,Works across multiple countries with occasional opportunities to travel,Allows for personal growth and development.QUALIFICATIONS Master (or equivalent) in Statistics, Maths, Economics, behavioural sciences, business management, or a related field,5+ years cross-function experience,Excellent knowledge of statistics,R, SAS, SQL or similar skills are required,Advanced proficiency in Excel, PowerPoint and Word,Exceptional aptitude for data analysis and creative problem-solving,Experience working directly with clients,A strong communicator who is able to explain technical issues in a non-technical way,Strong influencing and dealing skills with senior stakeholders,An enthusiastic and flexible team player,Broad industry knowledge of Nielsen reports and methodologies is a benefit,A high degree of accuracy and attention to detail,Excited by challenges, pro-actively interacting with others,Have extensive curiosity to data,Ability to work cross-functionally and energize, empower and influence at all levels (both internal and external)."
Data Sciences Expert,Proteus Digital Health," Redwood City, CA"," Company has created the worlds most advanced health solution, integrating digitally enabled pharmaceuticals, 24/7 wearable physiologic monitors and web/mobile technologies. The company system enables individuals, care-givers and health care professionals to make data-driven health decisions, changing the paradigm of care. Company will soon amass one of the largest therapeutic and mulit-variate physiologic databases in the world and is looking for a Data Sciences Expert to manage the development of the infrastructure, software tools and algorithms to turn this massive data set into insights that help drive health outcomes. The energy and culture at company is a contagious mix of passion, focus, relentless determination, and serious fun. Proteans are mission-minded and collaborate in a way thats refreshingly encouraging. With all of this comes success and then growth, which is why youre reading this now because we are seeking a strong Data Sciences Expert.Job DescriptionWe are looking for a data scientist to define, design, develop and test algorithms in the health/wellness space. You will work with multiple data sources, including companys proprietary ingestible and wearable sensors. Responsibilities will include exploratory data analysis, data visualization, and developing prototypes and metrics to drive product and business decisions. Your mandate will be to drive positive patient outcomes through insights derived from novel analytics. But thats not all! Heres an overview of this new opportunity:The ideal candidate will be:A data scientist that enjoys using the latest technologies & algorithms to solve challenging problemsA writer of elegant code who will provide hands-on guidance to the rest of the engineering teamA technical leader that can wrangle and analyze data to generate insights and make proactive recommendationsA data visionary that can formulate new metrics and effective visualizations, socialize them, and designing tests and monitoring to prove their value.Determine tracking that is necessary to enable analytics for current and future products and features.Design and analyze experiments to test new product ideas and convert the results into actionable product recommendationsQualificationsBachelors degree in Statistics, Applied Mathematics, Computer Science or other relevant Engineering discipline, required; Ph.D./M.S. is a plusMastery of machine learning and data mining: classification, clustering, time-series analysis, and recommender systems; Must be comfortable with working with real dataA portfolio that demonstrates your ability to develop and apply complex analytics to difficult or novel problemsEntrepreneurial nature with an appreciation for business opportunities and a strong passion for solving difficult problemsA well rounded software professional with expertise in agile and lean development methodologiesExcellent written and verbal communicationPassion for technology and the medical device/digital medicine spaceExperienceSolid experience applying machine learning and statistics toward understanding structured and unstructured dataProficient with statistical or numerical analysis tools (R, Matlab, Python)Experience with Java, SQL, No-SQL. A big plus if you can build simple web front ends to demo new data-based featuresStrong experience in developing data-driven platform technologies, including: data modeling, data collection and aggregation, data mining, and analytics"
Security Data Science Engineer,Verizon," Ashburn, VA","    Grow your IT career at one of the leading global technology companies. We offer hands-on exposure to state-of-the-art systems, applications and infrastructures.Responsibilities  Join our Information Technology team where you will work on new technologies and find ways to meet our customers needs and make it easy for them to do business with us. You will regularly lead multiple small to medium-size projects or one large project and perform project management activities such as planning, sizing, configuring and scheduling. You will develop resolutions to complex problems creatively and make decisions that impact projects & staff members.This position is for a Security Data Science Engineer for the managed security solutions engineering team. The incumbent must have experience in analyzing, designing and delivering data driven solutions. The person will work with solutions engineering and development teams to provide impactful data driven statistical and visual design solutions. The role requires a board experience in business analysis, data mining and developing data driven approaches - and the ability to create, invent and innovate.The incumbent will evaluate various data stores within the company, from external sources, and from our customers, using tools such as R and Splunk, and will identify ways to transform those data into actionable intelligence for ourselves and our customers using data mining and visualization approaches. This position will also engage in the solution design required from an IT architecture standpoint around hardware, data stores, tools, performance optimization, and other relevant factors.He/she will work on large data sets of structured, semi-structured and unstructured data to discover insights. Collaborate with business partners to deliver business value through data-driven insights. Combine strengths in business analysis, data mining, and data visualization with a proven ability to translate analysis into actionable solutions. Work with business partners and internal and external development teams to introduce a healthy sense of exploration to drive business insights. Develop data analysis solutions based on predictive, behavioral or other models via statistical analysis and use of relevant modeling techniques. Project manage the implementation of the designed solutions.Candidate will be required to identify actionable insights, suggest recommendations and influence direction of decisions for organization. Candidate will function with minimal guidance and be accountable for execution and results of assigned tasks. Position will attend meetings to coordinate activities and drive work lists and priorities with global teams. Position will exercise autonomy in achieving its objectives and send weekly status updates to management. Incumbent will mentor staff members and peers.Qualifications  Bachelors degree in computer science, engineering, mathematics, or related discipline; masters degree preferred6+ years of experience conducting business analysis, technical solution design and visual solution designsExperience working with product, marketing, and technical development teams to derive and deliver solutionsBroad experience across security and data networking domainsCertifications such as CISSP a plusStrong working knowledge of Splunk and Enterprise Security use casesStrong working knowledge with Oracle databases & HadoopStrong knowledge of a wide-range of statistical methods, and particularly in the areas of modeling and business analytics2+ years of experience managing technical implementations in an agile environmentExperience developing and delivering wireframes and visual design based on actionable insights from the analysisKnowledge of data mining algorithms, including decision trees, neural networks, time series analysis, and Bayesian AnalysisHands on experience with data analysis tools and languages such as RProficiency with MS Excel including using pivot tables, charts, graphs, lookups and advanced functionsAbility to communicate complex quantitative analysis in a clear, precise and actionable mannerMust be able to work with both technical and non-technical personnelMust be able to interact with external customers at the Executive level (i.e. CIO/CTO)Teamwork & collaboration skills to work across organizations and lead cross-functional teamsProblem solving skills to develop quick yet sound solutions to resolve complex issues Excellent communication, organizational skills, attention to detail and the ability to meet tight deadlines as group member or individual workerEqual Employment Opportunity  Verizon is a Federal ContractorVerizon requests veteran priority referralsVerizon is an equal opportunity and affirmative action employer M/F/Disability/Vet."
"AD, Data Science",Alliance Data," Chicago, IL","  Job Description - AD, Data Science (0063166)Job Description  AD, Data Science - (0063166) About Us  LoyaltyOne is a subsidiary of Alliance Data Services headquartered in Dallas, Texas. LoyaltyOne works with more than 100 of North America's leading brands in the retail, financial services, grocery, petroleum retail, and travel and hospitality industries to profitably change customer behavior. Through a team of businesses, including Precima and the AIR MILES Reward Program, each specialize in a loyalty discipline, LoyaltyOne designs, delivers and manages a suite of loyalty marketing services focused on consumer data, customer-centric retail strategies, direct-to-consumer marketing, loyalty consulting and more. Furthermore, for the last 6 consecutive years, LoyaltyOne was recognized by Hewitt Associates as one of the 50 Best Employers in Canada, demonstrating LoyaltyOne's continued commitment to providing a great work experience for its associates and a great service experience for its clients. About Precima  Precima applies shopper insights derived from advanced analytics to help retailers and manufacturers drive sales growth and boost profitability. Using comprehensive fact bases of purchase data, Precima's experts help you improve your marketing and merchandising, identify opportunities for growth and align both internal teams and external partners to best meet shoppers' needs Precima tailors the scope and pace of its solutions to the unique priorities of each client. The overall goal is to achieve not just tactical wins but long - term strategic gains, encouraging retailers to broaden the marketing agenda and fully explore the potential of sophisticated shopper insights. Precima's roster of past and current clients includes many leading Fortune 1000 brands, among them some of the top high-frequency retailers in North America. Backed by first-hand experience with leading retail and manufacturing organizations, the Precima team brings a remarkable blend of expertise in loyalty, analytics, marketing and management to help you make more informed and profitable business decisions.    About the Opportunity    The Associate Director, Data Science will provide thought leadership and best practice approaches to support client projects. The person will be accessing, analyzing and interpreting customer transactional data on behalf of Precima clients to build advanced predictive models leveraging statistics, mathematics and econometrics to support business objectives such as price optimization, assortment optimization, and marketing mix optimization. This role is an integral part of the Research and Development Team. The successful candidate will have relevant B2B and retail industry experience and expert capabilities in statistical and econometric modeling in pricing and marketing analytics applications. The candidate will understand the business needs of a B2B, retailer or CPG client as well as the appropriate analytical approach to most analytical problems encountered by these clients. This position is located in Toronto, ON or Chicago, IL   Responsibilities  Develop advanced statistical and econometric models of pricing and marketing mix. Provide analytical consulting on best practices and approaches  Develop and integrate advanced models and analytics into current client platforms to deliver productized solutions  Interpret, document and present/communicate analytical results to multiple business disciplines, providing conclusions and recommendations based on customer-centric data. Be an internal expert in advanced capabilities  Work closely with clients and client teams to develop methodology and implement analysis and technology that enables more profitable product pricing and marketing/promotion decisions in support of partner customer strategies  Take analytical objectives and define data requirements. Extract, clean, and transform customer and item-level data for purposes of analysis, modeling/segmentation and reporting  Identify, develop and make recommendations for process improvements and best practices; own implementation of recommendations required  Execute on Precimas engagement with Clients, delivering on our commitments and assisting the client to understand and derive the most value out of Precima provided initiatives and tools  Use client interactions and completed customer-centric analyses to identify new opportunities to expand current analytical scope to engage new functional groups within client to address their current concerns to drive future revenue  Secure Precimas revenue from existing clients by delivering spotless service and delivering on our commitments in a timely manner  Continually support a strategic viewpoint as subject matter experts vs. data support to client  Measure the impact to demonstrate strategic and financial value of Precimas insights and recommendations     Master Degree in Statistics, Operations Research, Mathematics, Economics, Econometrics or Computer Science PhD preferred  Minimum of 7- years of directly related work experience in Pricing, Econometric Modeling, Marketing Analytics  Advanced knowledge of Microsoft Word, Excel, PowerPoint  Basic knowledge of Visio and Access  Expert proficiency in developing original statistical and econometric models in pricing and marketing mix models to support clients in B2B, Retail and CPG areas.  Expert proficiency in implementing models in #1 using SAS or R.  Advanced knowledge of Hierarchical Bayesian models.  Working knowledge of C++/C# and SQL      Primary Location: USA - United States-3120 - Texas-41416 - Plano-09-Work From Home Full TimeOther Locations: USA - United States-3090 - Illinois-50082 - Chicago-D2-Chicago, IL - N MichiganWork Locations: 09-Work From Home Full Time   Plano 75024Job: Client ServicesOrganization: LoyaltyOneSchedule: RegularJob Type: Full-timeJob Posting: Jun 25, 2015, 4:48:04 PM    "
