Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ROBO,Robo-Stox Global Robotics and Automation Index ETF,24.969,114857400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
RCPI,"Rock Creek Pharmaceuticals, Inc.",1.25,10285837.5,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/rcpi
FUEL,Rocket Fuel Inc.,7.6,320606919.6,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RMTI,"Rockwell Medical, Inc.",13.96,700354451.7,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",17.92,135505108.5,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.99,77204129.49,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",24.98,703496826.9,n/a,1996,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROIQ,ROI Acquisition Corp. II,10.1,157812500,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiq
ROIQU,ROI Acquisition Corp. II,11,137500000,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiqu
ROIQW,ROI Acquisition Corp. II,0.373,0,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiqw
ROKA,"Roka Bioscience, Inc.",2.98,53777270.72,n/a,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
ROSG,Rosetta Genomics Ltd.,3.09,44816383.56,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",52.79,43431099300,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
ROVI,Rovi Corporation,12.53,1107848896,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rovi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",1.97,54992293.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",51.07,3330391242,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
ROYL,"Royale Energy, Inc.",0.74,11059883.86,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl
RPXC,RPX Corporation,15.33,832009627.7,n/a,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RRM,RR Media Ltd.,6.81,118440010.3,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrm
RTIX,"RTI Surgical, Inc.",6.77,388327822.8,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",1.8,47156117.4,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,"Rush Enterprises, Inc.",24.56,988877135.1,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",22.65,911973416.6,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",16.32,569728131.8,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXI Pharmaceuticals Corporation,0.434,15693489.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RYAAY,Ryanair Holdings plc,73.16,8217064093,112316349,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",30.53,1062333787,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,4.58,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SBRA,"Sabra Healthcare REIT, Inc.",27.27,1615312707,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",25.9499,149211925,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,26.15,7101166310,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",3.43,51184164.71,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",56.97,859770673.8,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",68.94,1955600022,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SGNT,"Sagent Pharmaceuticals, Inc.",25.41,815388655.6,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt
SAIA,"Saia, Inc.",42.38,1063307123,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SAJA,"Sajan, Inc.",5.61,26808338.7,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
SALM,"Salem Media Group, Inc.",6.4,162683526.4,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",29,79126964,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",70.94,1589849109,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SNDK,SanDisk Corporation,60.5,12579111540,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SASR,"Sandy Spring Bancorp, Inc.",27.05,667375760.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",8.91,619982721.3,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,21.9,1761978428,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.48,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,10.71,513053960.6,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",31.6,1310328507,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"SB Financial Group, Inc.",11,54036411,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",12.31,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,116.81,15121578626,n/a,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",36.64,1048633063,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.886,8646196.26,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",16.85,452091768.2,n/a,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,42.89,1405687411,n/a,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",9.065,449638404.3,n/a,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,14.83,1272757863,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",13.6,375208604.8,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SCYX,"SCYNEXIS, Inc.",8.9999,125133097.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",6.8,226498310,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,15.01,497373641.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology.,49.42,15684995262,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.8596,40020200.35,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SRSC,Sears Canada Inc. ,5.59,569496130.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
SHLD,Sears Holdings Corporation,21.86,2330323218,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,13.25,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",8.37,190299056.1,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,16.15,177650000,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",47.5,5932125898,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",13.87,490958442.8,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
SNFCA,Security National Financial Corporation,7.41,103499715.9,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,52.11,8644451663,n/a,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",7.48,85710036.28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SCSS,Select Comfort Corporation,25.46,1331532540,n/a,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SLTC,"Selectica, Inc.",4.37,40265542.71,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
SIGI,"Selective Insurance Group, Inc.",29.4,1674278227,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,0.5501,15981606.97,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMLR,"Semler Scientific, Inc.",3.35,16671331.95,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/smlr
SMTC,Semtech Corporation,17.96,1193210945,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,28.82,285151939.2,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,32.0001,316616605.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNMX,"Senomyx, Inc.",4.64,203285652.3,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SQNM,"Sequenom, Inc.",2.84,335391944.2,n/a,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sqnm
SQBG,"Sequential Brands Group, Inc.",16.01,635630941.2,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",37.62,1423317224,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",5,425550370,n/a,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",38.18,980122979.8,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SEV,"Sevcon, Inc.",9.35,34304560.95,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,Severn Bancorp Inc,4.9232,49669569.09,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SFXE,"SFX Entertainment, Inc.",3.13,292058124.7,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/sfxe
SGOC,"SGOCO Group, Ltd",0.64,11145511.04,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
GAME,Shanda Games Limited,6.62,413308578.4,62433320,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/game
SMED,Sharps Compliance Corp,6.18,95040928.38,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHEN,Shenandoah Telecommunications Co,32.53,786535518.2,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHLO,"Shiloh Industries, Inc.",11.62,200437505.1,n/a,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SHPG,Shire plc,263.38,13043014811,49521660,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",28.46,583001534.7,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,9.5275,120287317.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SHOR,"ShoreTel, Inc.",6.9,445428927.3,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SFLY,"Shutterfly, Inc.",45.7,1717638796,n/a,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",11.78,147195517.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,1.72,37986416.72,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
SIEN,"Sientra, Inc.",24.19,361065068.3,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,16.46,224116216.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SWIR,"Sierra Wireless, Inc.",24.49,788484350.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.37,34383266.75,25097275,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",10.51,375616028.2,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SIAL,Sigma-Aldrich Corporation,139.58,16701925334,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/sial
SGMA,"SigmaTron International, Inc.",6.5401,26544545.85,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SGNL,"Signal Genetics, Inc.",1.57,12323704.01,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/sgnl
SBNY,Signature Bank,146.47,7445466887,n/a,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,116.2,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,53.2,3219379433,n/a,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,26.96,196125453.7,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SGI,Silicon Graphics International Corp,5.07,176495177,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi
SLAB,"Silicon Laboratories, Inc.",45.31,1935217331,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,26.75,917600568.8,34302825,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",5.27,304496231.2,57779171,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSRI,Silver Standard Resources Inc.,5.8,468375717.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
SAMG,Silvercrest Asset Management Group Inc.,12.075,150047391.4,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SFNC,Simmons First National Corporation,45.29,1351963294,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",6.32,106758179.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,41.18,2472217745,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",28.32,2703046296,n/a,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SMAC,Sino Mercury Acquisition Corp.,9.95,52835743.75,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smac
SMACR,Sino Mercury Acquisition Corp.,0.5,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacr
SMACU,Sino Mercury Acquisition Corp.,10.2,42942000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacu
SINO,"Sino-Global Shipping America, Ltd.",1.38,10213160.58,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",5.15,287419754.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,3.95,21617495915,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SIRO,"Sirona Dental Systems, Inc.",102.5,5694353573,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/siro
SZMK,Sizmek Inc.,7.51,221907785.6,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/szmk
SKUL,"Skullcandy, Inc.",7.31,207155356.1,n/a,2011,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/skul
SKYS,"Sky Solar Holdings, Ltd.",8.42,53498575,6353750,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys
MOBI,Sky-mobi Limited,4.11,53380425.18,12987938,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobi
SPU,"SkyPeople Fruit Juice, Inc.",n/a,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu
SKBI,Skystar Bio-Pharmaceutical Company,1.95,16959036.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/skbi
SKYW,"SkyWest, Inc.",14.1,728629259.4,n/a,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",95.19,18190658029,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
ISM,SLM Corporation,23.47,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
JSM,SLM Corporation,20.65,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
OSM,SLM Corporation,23.75,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm
SLM,SLM Corporation,9.13,3888310229,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMAP,SLM Corporation,48.4799,159983670,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
SLMBP,SLM Corporation,55.45,221800000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SMT,SMART Technologies Inc.,0.824,100721019.5,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/smt
SPRO,SmartPros Ltd.,1.97,9047108.77,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/spro
SWHC,Smith & Wesson Holding Corporation,16,866712336,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/swhc
SMSI,"Smith Micro Software, Inc.",0.98,45364470.48,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.7,27909369.2,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
SMTP,"SMTP, Inc.",6.08,33212887.68,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/smtp
LNCE,"Snyder&#39;s-Lance, Inc.",32.11,2266909615,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SODA,SodaStream International Ltd.,18.45,387792173.7,n/a,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,46.27,1784932203,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,18,764372916,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,14.94,172307726.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns
SLTD,"Solar3D, Inc.",3.99,70700062.86,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sltd
SCTY,SolarCity Corporation,58.05,5623537964,n/a,2012,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/scty
SEDG,"SolarEdge Technologies, Inc.",30.8,1205449753,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SZYM,"Solazyme, Inc.",3.06,245008627.7,n/a,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/szym
SONC,Sonic Corp.,29.13,1512426425,n/a,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",6.12,26655372.36,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SONS,"Sonus Networks, Inc.",6.87,339681379.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SPHS,"Sophiris Bio, Inc.",0.8999,15158577.93,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",2.86,55212074.06,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",19.2,696278726.4,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,7.24,100315369.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOL,Sotherly Hotels LP,26.1999,0,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohol
SOHOM,Sotherly Hotels LP,26.0999,0,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom
SFBC,"Sound Financial Bancorp, Inc.",20.4,51529400.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,75.45,1824726410,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
SOCB,Southcoast Financial Corporation,9.25,65709696.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
SFST,"Southern First Bancshares, Inc.",20.71,129040282.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",19.02,141122047.3,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",11.46,140538793.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",27.04,684953376.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
OKSB,"Southwest Bancorp, Inc.",17.49,332893886.2,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
SP,SP Plus Corporation,25.77,570428356.1,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp
SPAN,"Span-America Medical Systems, Inc.",16.9,50551144.8,n/a,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span
SBSA,"Spanish Broadcasting System, Inc.",6.44,41907295.36,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa
SGRP,"SPAR Group, Inc.",1.29,26548590.87,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",16.75,231940482.8,n/a,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke
ONCE,"Spark Therapeutics, Inc.",60.85,1493497715,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",4.2,143952669,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,n/a,0,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
SPPI,"Spectrum Pharmaceuticals, Inc.",6.81,456236317.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
SPDC,"Speed Commerce, Inc.",0.2011,15897562.72,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/spdc
ANY,Sphere 3D Corp.,5.21,185336679.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,0.2297,6572168.82,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
SAVE,"Spirit Airlines, Inc.",60.53,4413354462,n/a,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
SPLK,Splunk Inc.,68.97,8670354985,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",16.08,349647298.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",n/a,0,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
FUND,"Sprott Focus Trust, Inc.",6.62,150480603.6,n/a,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",24.68,3784082052,n/a,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",70.78,1169842568,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
